     湛江 北海 凭祥 澳门 香港 深圳 南宁 肇庆 广州 汕头 个旧 畹町 柳州 厦门 韶关  昆明    龙岩 桂林 大理 郴州 赣州 福州  都匀    三明 攀枝花 六盘水 贵阳 衡阳 怀化 萍乡 遵义 西昌 温州 长沙 鹰潭 椒江 南昌 宜宾 常德 金华 日喀则 景德镇 岳阳 重庆 拉萨  九江    黄山 宁波 黄石 杭州 沙市 安庆 武汉  成都    宜昌 上海 芜湖 绵阳 无锡 合肥 襄樊 南京 信阳 扬州 十堰  蚌埠    南阳 汉中 徐州 西安 宝鸡 天水 连云港 洛阳 郑州 开封 运城 济宁 兰州  青岛    临汾 安阳 长治 格尔木  延安     西宁 邯郸 济南 潍坊 和田 荣成 德令哈 烟台 太原 青铜峡  石家庄    榆林 银川 保定 大连 张掖 天津 喀什 唐山 北京 秦皇岛 丹东 大同   敦煌    玉门 包头 营口 张家口 呼和浩特 承德  锦州    鞍山 阿克苏 沈阳  通化    哈密 图们 四平 二连浩特  乌鲁木齐    长春 锡林浩特 牡丹江 鸡西 白城 哈尔滨 塔城 佳木斯 齐齐哈尔 同江 阿勒泰 海拉尔 满洲里  黑河   
四平 2759.337 2794.2766 2851.4127 2536.6838 2501.7971 2482.6327 2699.0167 2490.423 2450.7682 2313.9646 2938.0212 3204.9195 2499.7095 2155.6693 2264.9295 2823.812 2120.6785 2373.3948 2933.5173 2191.6649 2109.2678 1955.9009 2419.6922 1976.1936 2752.0587 2550.5738 2436.0422 2099.3891 2161.7468 1969.6328 2322.3827 2608.9074 1719.5425 1950.6894 1781.7474 1633.2915 1781.1244 2380.1038 1935.2967 1621.9768 3501.9724 1672.5599 1832.0476 2189.1548 3303.9865 1670.6865 1588.2189 1499.8332 1661.6452 1482.8457 1786.3865 1546.5099 1657.3206 2267.7211 1804.773 1351.7928 1414.01 2163.034 1346.6082 1408.4915 1639.9955 1327.8503 1519.7611 1274.3311 1665.4305 1291.3975 1530.5238 1880.5133 1169.1409 1653.8788 1772.4297 1867.4834 1050.8347 1399.0666 1316.03 1270.716 1461.3699 1090.1163 1920.7873 859.3788 1349.267 1158.4831 1232.7299 2608.516 1460.8999 2050.8638 1107.3542 951.0613 843.2994 3791.1937 685.6218 2367.5346 680.7918 1156.9768 1641.3915 1006.6685 1343.0426 1607.1261 885.227 526.442 2051.3797 750.8681 4003.4838 647.6483 753.8872 533.9199 352.5106 979.7501 2476.5063 2277.8047 1230.9889 328.2517 825.8521 1071.7718 582.2538 351.3673 255.042 3598.4326 178.3621 206.5398 2494.589 446.4547 0.0 1002.2209 2939.3223 106.5234 670.7771 450.2035 577.95 297.6783 339.7395 3241.5453 618.8934 466.0383 807.3193 2842.2931 759.2999 891.9881 823.5977
二连浩特 2491.9273 2478.0676 2443.4626 2388.6591 2379.6119 2354.3655 2338.4435 2290.1227 2283.9096 2297.4991 2394.4964 2517.1214 2159.5598 2202.7974 2099.2997 2245.1498 2115.7283 2052.2666 2270.3994 1989.4903 1998.7711 2063.5734 1973.6242 1999.7667 2109.0982 2001.5825 1949.1514 1863.4652 1795.5437 1789.659 1825.4596 1954.2234 1908.104 1715.9002 1770.3545 1867.0468 1699.6708 1779.1739 1624.8102 1757.8275 2593.8436 1664.1027 1591.4129 1637.2874 2412.8593 1590.0515 1648.1651 1755.0675 1519.2794 1658.0179 1482.5725 1525.8904 1465.8936 1602.6558 1441.2365 1613.3245 1480.2176 1495.9104 1537.0332 1393.2351 1293.3621 1419.9851 1291.3054 1409.9936 1228.4204 1282.4232 1185.3708 1250.9342 1144.8878 1066.1883 1108.825 1140.688 1183.7629 1003.9613 998.9428 1003.7053 960.8355 997.5524 1090.2094 1106.2481 840.3717 863.8219 833.3108 1652.8267 811.2972 1163.3249 809.9078 892.4831 983.624 2789.8454 1144.806 1414.0794 1055.4603 643.6164 796.1079 658.8272 623.1332 746.5771 606.0413 962.5659 1093.0142 669.0228 3004.1166 682.9776 556.4156 755.5442 1103.8532 411.3474 1480.1889 1285.0212 374.2317 909.5214 400.57 311.7997 577.5863 804.8089 948.7179 2600.6231 963.5244 1161.6762 1493.9485 1446.822 1002.2209 0.0 1948.0593 1073.3637 333.8891 1412.8375 1516.9915 888.7066 1175.036 2283.0956 1477.443 1018.7889 1653.6962 1897.7625 859.4752 781.3508 1388.4507
 乌鲁木齐    3268.4618 3177.1278 2989.2785 3381.3694 3411.6725 3385.5765 3010.3542 3238.3716 3282.8632 3492.8031 2682.0189 2392.3629 2936.7421 3499.9057 3163.0704 2519.7562 3377.399 2904.9155 2325.7757 3044.0095 3170.5089 3463.8386 2649.6793 3328.7284 2298.4999 2462.5197 2561.5794 2922.8742 2694.8828 2954.2659 2485.0112 2201.5634 3426.958 2842.2274 3136.8605 3435.3866 3017.2857 2257.1232 2693.4552 3270.8129 1621.9025 3071.8864 2769.3442 2305.4746 1606.8112 2952.8627 3127.2633 3368.2522 2846.9296 3233.6767 2636.2864 2974.8224 2764.6091 2057.8984 2538.7492 3267.196 3024.2483 2027.77 3160.3937 2901.5405 2504.2862 3007.0507 2641.3969 3033.7091 2364.3037 2843.9045 2468.3698 2061.3028 2757.6474 2111.7909 1985.8485 1862.0851 2887.9634 2358.8259 2441.0873 2491.5992 2223.8223 2635.4397 1624.9354 2901.2535 2201.0885 2424.7511 2319.7126 1031.2786 2016.0275 1441.3813 2408.5797 2612.081 2771.6586 989.6062 3015.9498 1089.8919 2918.9556 2189.3226 1675.2159 2337.1238 1947.153 1662.5676 2376.3208 2867.811 1198.9513 2506.5811 1079.3784 2563.5981 2411.2303 2665.6312 3044.567 2155.0295 711.0221 871.2357 1856.8247 2850.3219 2258.0846 2003.8082 2498.1824 2746.7623 2894.8654 671.2356 2911.5817 3108.4763 489.4958 3375.3418 2939.3223 1948.0593 0.0 2998.1406 2270.7858 3313.5179 3396.99 2767.6385 3047.1389 487.6453 3314.4152 2826.0546 3461.0808 449.9474 2509.5083 2341.2619 3068.7314
长春 2862.597 2898.6285 2957.2451 2636.8182 2601.0925 2582.2227 2804.326 2592.4188 2551.8211 2409.5357 3044.5187 3309.8473 2604.9473 2248.9348 2366.552 2930.0967 2216.7191 2478.5096 3038.7407 2294.5947 2209.6648 2047.2089 2526.1201 2071.7667 2857.4929 2656.9452 2542.5654 2203.4289 2267.7799 2072.7423 2428.888 2713.9745 1808.0461 2055.1426 1880.1923 1719.7257 1882.1893 2485.8254 2041.0377 1714.6685 3595.7307 1771.6794 1936.9729 2295.2615 3399.1651 1772.391 1685.1201 1586.4568 1765.1454 1574.8663 1892.333 1647.0707 1761.9341 2372.0512 1911.1684 1440.1631 1512.3897 2267.0996 1439.5719 1510.0295 1746.4544 1426.0932 1625.4818 1371.2577 1771.8309 1393.816 1637.0397 1984.7655 1273.1448 1758.2822 1875.4098 1968.7565 1151.3276 1505.3194 1422.5281 1377.2327 1566.5963 1195.982 2017.2975 958.7539 1453.7417 1264.806 1338.3256 2695.0363 1562.5411 2143.8394 1213.4597 1057.3302 947.1635 3862.8814 777.1174 2454.0019 778.758 1259.5075 1735.4462 1111.1283 1440.8692 1699.9087 989.1642 627.5178 2136.3683 856.4104 4066.7156 753.3408 856.3574 640.3656 432.1467 1076.2814 2552.3041 2355.1005 1319.7383 432.3451 921.6991 1162.1979 683.2396 457.7608 356.8228 3660.5414 279.9102 237.8556 2560.295 377.2075 106.5234 1073.3637 2998.1406 0.0 739.5947 353.0979 476.8314 280.0875 239.9744 3288.3949 512.3717 407.3632 700.8899 2886.6376 735.4809 882.0374 734.2927
锡林浩特 2574.7238 2577.8567 2575.3192 2427.7524 2409.5331 2385.8883 2451.7024 2345.5459 2327.4463 2289.1681 2574.3097 2749.8981 2262.1624 2170.5017 2138.1519 2435.7806 2098.9587 2145.6894 2492.0331 2038.4893 2015.475 2007.043 2111.0596 1969.89 2321.5166 2177.674 2101.2111 1921.0502 1899.0578 1824.633 1978.6624 2168.9333 1819.6776 1768.3007 1744.7195 1762.3457 1695.9505 1970.7766 1702.0831 1681.2753 2903.1741 1633.0777 1641.286 1807.0359 2716.0874 1581.3094 1592.6449 1639.059 1529.6037 1563.9648 1551.6929 1492.546 1491.7628 1815.5469 1531.5654 1488.8444 1413.843 1707.4214 1431.7623 1350.3273 1369.9937 1340.9446 1321.4992 1315.3794 1337.9787 1229.5121 1255.0789 1440.6784 1085.7182 1230.7542 1307.8818 1367.724 1071.7094 1081.3614 1042.5594 1026.6673 1080.925 948.3999 1360.0415 947.0104 954.3646 882.6074 895.8088 1975.4091 989.1439 1457.8243 822.3089 814.2298 843.8434 3123.3436 925.3694 1735.2339 849.1811 736.4581 1065.5436 668.2342 821.9098 1021.7261 565.1243 723.1721 1414.6698 546.0803 3332.8224 508.5586 448.9237 530.1372 810.9136 486.1791 1813.8521 1617.9925 629.4039 622.0356 364.9621 494.9844 365.1637 519.1596 646.3389 2928.0594 648.8002 839.1126 1823.8253 1113.8496 670.7771 333.8891 2270.7858 739.5947 0.0 1079.6578 1185.9509 564.7968 848.0238 2587.5169 1154.8269 717.2766 1335.467 2194.1423 649.8816 638.0977 1113.2744
牡丹江 3134.8884 3180.2657 3255.4375 2887.7888 2846.9652 2830.0267 3096.1183 2856.1804 2809.2442 2635.1589 3364.2635 3647.4482 2896.489 2463.7395 2628.8091 3255.9749 2446.3755 2769.1027 3374.7801 2566.6642 2464.7651 2254.2779 2837.153 2300.1866 3192.2678 2981.3937 2859.5819 2484.886 2570.8552 2347.4009 2749.0006 3051.1049 2004.9781 2340.9886 2126.2155 1908.7565 2143.9841 2818.7135 2340.6634 1932.655 3948.822 2022.6696 2227.9004 2624.4899 3752.1807 2039.2887 1924.8119 1778.7508 2044.8516 1791.8362 2195.4518 1907.9331 2050.934 2712.8146 2222.8542 1643.1511 1762.3558 2608.9086 1663.4374 1778.4923 2060.8223 1676.5995 1926.8994 1615.7878 2097.1632 1669.3664 1955.0308 2326.0583 1561.3875 2099.1745 2220.6001 2317.2594 1418.9439 1834.098 1745.7443 1696.4468 1903.9236 1502.4378 2369.9256 1224.8946 1794.674 1593.2898 1673.8384 3045.4761 1910.5282 2496.8974 1545.0451 1371.0805 1239.3561 4197.0195 1016.0089 2804.4886 1044.2776 1605.994 2088.5359 1452.6278 1792.8235 2052.9669 1332.5564 913.6754 2486.0128 1193.8058 4387.7894 1090.3654 1203.2575 970.8068 666.053 1428.7895 2892.9267 2697.6278 1671.902 742.4503 1274.3946 1514.948 1032.4043 791.7424 662.6439 3980.2696 592.436 433.4826 2887.5454 176.5063 450.2035 1412.8375 3313.5179 353.0979 1079.6578 0.0 134.4842 546.0492 279.9282 3581.0721 255.8805 540.006 409.0697 3175.6233 911.8725 1082.4924 653.189
鸡西 3267.1699 3313.4029 3389.6368 3017.6842 2976.2005 2959.538 3230.0052 2987.6614 2940.0068 2761.5763 3498.557 3779.6566 3030.3938 2588.614 2760.2438 3389.8623 2573.6379 2902.975 3507.293 2699.1506 2595.4788 2378.1883 2971.6342 2427.4504 3325.0004 3115.3744 2993.9537 2618.2124 2705.2709 2480.2295 2883.2361 3183.3566 2127.6751 2474.6732 2256.1342 2030.3199 2275.7078 2951.7163 2475.0104 2058.9627 4068.6758 2153.3131 2361.9129 2757.9638 3873.6159 2171.6054 2054.1956 1901.2842 2178.2359 1918.3077 2329.894 2039.7788 2184.8977 2844.112 2357.3138 1767.8907 1893.2231 2739.875 1791.2188 1911.173 2195.2145 1807.6575 2061.3346 1746.2873 2230.9452 1802.6956 2089.275 2457.1353 1695.5068 2230.3201 2350.2575 2445.1741 1551.9555 1967.4531 1879.615 1830.5731 2035.9087 1636.9124 2493.0983 1358.0897 1925.7209 1726.5891 1806.1086 3158.2215 2038.7211 2616.5534 1677.913 1505.3649 1373.7431 4292.693 1147.6207 2917.4357 1177.7683 1734.9252 2209.5158 1583.3653 1917.4272 2172.8021 1462.6249 1048.1038 2597.9364 1325.396 4473.8367 1221.93 1331.8318 1103.3413 799.2172 1552.4735 2995.0286 2801.6361 1788.7933 876.3424 1397.7014 1633.5827 1159.6428 923.3722 796.5446 4065.7722 725.645 567.3559 2979.4199 274.3388 577.95 1516.9915 3396.99 476.8314 1185.9509 134.4842 0.0 634.8456 350.1507 3650.8065 174.1811 587.1439 285.6797 3244.0572 951.3057 1126.1089 607.3566
白城 2936.7058 2960.4718 2995.1325 2737.5831 2707.6224 2686.9081 2852.9406 2679.2662 2646.3372 2538.0707 3044.8003 3267.3518 2655.756 2389.1304 2457.6043 2918.5845 2343.7527 2531.9799 3002.0968 2374.7915 2310.7631 2196.7053 2546.8417 2201.9436 2825.4162 2650.6505 2552.2091 2272.7854 2304.7737 2152.7447 2433.6661 2676.5678 1969.5286 2120.6878 1996.0344 1888.8696 1980.7804 2461.6181 2086.6265 1860.3575 3467.204 1884.3032 1997.2629 2281.8814 3278.5945 1867.0795 1811.1455 1755.7627 1844.0022 1724.4031 1934.784 1751.4294 1828.2029 2326.6729 1938.7057 1604.5708 1631.9331 2219.3232 1586.383 1608.8553 1772.0972 1547.4139 1676.026 1500.3694 1774.8231 1487.225 1658.0396 1942.0105 1353.6572 1720.2619 1819.9063 1896.8972 1263.1585 1506.1412 1438.1552 1402.5423 1543.4071 1251.305 1912.7235 1081.8016 1421.8125 1273.4226 1326.2665 2539.1296 1499.5483 2019.3737 1216.2061 1105.8231 1037.286 3657.85 940.1058 2299.2947 914.7107 1211.1896 1620.9997 1088.1903 1352.8652 1579.6259 964.7729 752.9712 1978.4644 860.9343 3842.5722 767.1803 824.1604 684.594 637.102 991.0099 2362.247 2170.4321 1188.3454 552.5925 839.6664 1042.6041 652.2089 521.2636 501.6664 3434.8634 437.5551 499.189 2345.0913 629.9645 297.6783 888.7066 2767.6385 280.0875 564.7968 546.0492 634.8456 0.0 287.2052 3038.2781 590.1294 209.3931 771.237 2633.8666 462.2757 602.5393 621.9546
哈尔滨 3098.7561 3132.7076 3186.0673 2875.9436 2840.5895 2821.6029 3035.5845 2830.1625 2790.3733 2649.4711 3262.0529 3510.2891 2836.509 2488.4638 2604.6448 3143.1862 2456.6864 2710.5232 3241.5565 2531.2529 2448.6333 2286.1318 2749.7026 2311.7095 3062.1041 2871.6477 2762.6758 2438.2598 2495.5808 2309.1612 2647.1945 2916.0418 2045.7933 2289.0937 2119.9218 1956.3907 2120.7155 2693.2467 2270.6469 1954.1116 3745.9204 2011.2053 2169.7084 2506.7011 3554.8975 2010.4034 1925.0741 1823.3225 2000.9971 1814.1423 2120.8854 1885.9176 1995.5601 2569.9171 2135.7029 1678.0421 1752.1136 2463.6346 1679.1394 1748.1773 1970.0268 1665.8425 1855.4089 1611.2003 1988.1099 1631.1262 1858.8791 2183.0209 1508.2155 1958.0479 2067.2679 2152.4263 1390.1712 1719.9031 1641.861 1599.4373 1772.1001 1425.5592 2181.9949 1198.095 1655.0222 1480.9966 1547.271 2823.4327 1749.5614 2295.571 1427.2649 1284.4293 1182.5879 3943.6794 1016.6106 2583.2262 1018.4718 1452.233 1893.1108 1314.1582 1613.7613 1853.5898 1190.4789 865.8884 2262.6931 1067.6945 4123.755 966.5453 1052.7002 861.6562 668.6824 1248.4761 2649.4443 2457.57 1464.5034 667.7623 1094.1581 1314.1583 877.0673 680.2537 594.5401 3715.7219 517.643 455.0608 2629.6563 410.0825 339.7395 1175.036 3047.1389 239.9744 848.0238 279.9282 350.1507 287.2052 0.0 3305.788 311.6468 263.6266 499.5239 2899.6968 635.1679 803.8388 500.3924
塔城 3756.0694 3664.7116 3475.7736 3866.1235 3895.4433 3869.2304 3497.9756 3723.5635 3766.9248 3970.3517 3163.9926 2856.107 3423.7669 3971.407 3644.0311 3003.1335 3850.0723 3390.5335 2802.9947 3524.3064 3646.4132 3926.999 3136.8906 3796.1829 2781.8405 2949.9435 3049.0608 3401.7142 3177.5531 3428.0319 2971.7135 2687.5528 3877.8732 3316.6378 3598.8689 3880.4719 3481.5282 2744.6721 3168.7712 3720.3708 2010.0998 3529.2609 3239.5015 2790.59 2028.2653 3412.324 3578.4234 3806.5045 3307.4832 3675.1446 3105.5516 3426.5764 3225.9364 2544.7276 3009.5637 3698.0893 3466.3307 2512.7593 3594.2735 3345.5293 2966.4967 3443.3785 3095.5848 3465.4684 2828.1449 3280.3422 2923.753 2535.9863 3185.3851 2573.1724 2453.6434 2334.2267 3304.4728 2803.9312 2880.2665 2927.45 2672.0566 3056.545 2096.0463 3300.2975 2638.6967 2849.5038 2749.2178 1516.4364 2458.4764 1917.1158 2827.8243 3019.7668 3169.9543 1101.233 3395.7356 1575.858 3300.1997 2605.1607 2120.3188 2742.247 2371.5688 2101.9429 2767.8902 3233.0753 1663.3693 2888.0772 987.7364 2934.5546 2786.2123 3027.0445 3386.6476 2540.9992 1193.4984 1339.8222 2250.206 3192.493 2627.9097 2385.9766 2853.2201 3087.7038 3228.7686 657.484 3236.209 3424.0601 938.484 3662.4353 3241.5453 2283.0956 487.6453 3288.3949 2587.5169 3581.0721 3650.8065 3038.2781 3305.788 0.0 3549.3716 3066.5462 3679.1634 407.8083 2722.796 2547.9287 3256.0888
佳木斯 3361.2562 3401.7556 3466.5249 3123.1173 3084.0989 3066.4568 3311.4606 3086.2819 3041.9768 2878.3089 3556.8369 3816.1375 3111.8717 2709.3973 2859.3231 3441.6848 2688.1579 2984.9989 3546.2793 2792.6154 2698.0133 2501.3598 3038.0012 2542.0992 3365.8974 3168.8534 3054.9221 2705.8926 2778.0408 2571.8067 2941.2298 3221.0314 2253.6507 2559.3594 2362.2831 2158.6353 2374.0032 2995.4082 2550.2137 2176.6291 4055.9181 2256.7422 2443.0972 2806.2712 3865.7171 2266.8886 2162.5876 2027.7953 2266.2139 2035.7209 2402.3584 2137.874 2267.0797 2876.5373 2422.9481 1889.7856 1996.1814 2770.6969 1905.179 2004.8191 2258.5066 1909.977 2134.7867 1851.0859 2283.8757 1892.0573 2149.3494 2489.3241 1777.0368 2263.6262 2375.6133 2462.6548 1644.5045 2016.9389 1934.8584 1889.5497 2074.9028 1706.0763 2493.6294 1450.1606 1959.7357 1776.6718 1847.9906 3129.0612 2058.9089 2606.3086 1724.7174 1568.8074 1451.6571 4227.8652 1249.7913 2889.3439 1268.568 1759.8272 2204.5334 1617.7096 1925.063 2164.7432 1494.5918 1127.2276 2568.4572 1366.43 4393.4277 1263.8741 1358.4434 1152.6199 895.8691 1559.6138 2944.1225 2754.9187 1775.0686 940.3763 1405.1095 1625.5202 1183.1248 969.9663 862.192 3985.0801 786.667 662.7114 2910.6812 427.5762 618.8934 1477.443 3314.4152 512.3717 1154.8269 255.8805 174.1811 590.1294 311.6468 3549.3716 0.0 488.3919 189.9462 3141.7274 830.6921 1006.8715 435.1314
齐齐哈尔 3145.6079 3168.5474 3200.4917 2946.8776 2916.7296 2896.0808 3059.7735 2888.6239 2855.7202 2745.4975 3243.0271 3452.8775 2862.959 2594.9724 2666.9971 3114.0762 2551.2329 2739.5339 3190.0788 2584.0543 2519.9821 2400.8492 2749.9218 2408.9791 3015.207 2847.912 2753.1861 2481.6571 2510.6532 2362.0444 2633.8327 2865.0076 2170.9473 2329.4236 2204.3252 2088.2969 2189.9965 2654.5628 2293.7654 2064.7987 3612.0294 2092.7609 2205.748 2478.161 3428.6452 2076.3702 2018.3167 1954.9293 2053.3392 1927.9495 2141.7676 1960.3108 2037.141 2513.4734 2143.807 1804.6853 1839.5826 2405.6826 1790.1925 1817.9115 1977.2486 1754.7773 1884.0975 1706.7541 1976.1459 1696.4126 1862.7779 2131.0824 1563.0423 1911.7909 2005.3579 2075.9221 1470.9819 1707.9686 1642.7286 1608.5559 1739.8391 1460.2206 2077.2277 1287.9486 1616.7029 1477.56 1526.3922 2669.4336 1684.4285 2172.6572 1419.6779 1314.6195 1246.1737 3742.0402 1138.0795 2431.7625 1118.1685 1403.1863 1782.8195 1287.6595 1529.5803 1738.7863 1165.0742 956.961 2110.8935 1066.8661 3905.0378 974.7524 1024.5065 893.9644 818.095 1173.6765 2466.348 2280.5582 1346.5468 754.8301 1026.3495 1209.5998 855.3641 729.5736 697.8298 3496.6899 628.2803 645.0735 2424.249 672.4509 466.0383 1018.7889 2826.0546 407.3632 717.2766 540.006 587.1439 209.3931 263.6266 3066.5462 488.3919 0.0 645.8746 2659.3235 372.0292 542.9273 416.9291
同江 3539.6792 3582.4941 3651.0253 3295.9649 3255.5563 3238.4658 3494.5614 3262.5842 3216.624 3044.1682 3745.2505 4006.0836 3294.91 2872.331 3035.3342 3630.8631 2855.4452 3167.8237 3736.204 2971.1254 2872.2574 2662.4355 3224.9232 2709.2564 3555.7725 3357.8199 3242.8348 2886.6604 2963.4407 2751.0084 3129.5764 3410.9679 2412.4377 2741.1371 2534.4686 2315.4473 2550.1831 3185.1487 2734.8972 2341.6263 4238.4034 2430.329 2625.981 2995.685 4049.6519 2444.3771 2333.4148 2186.0858 2446.6645 2200.8298 2587.691 2314.0168 2449.5543 3066.4583 2609.8278 2051.6307 2169.8562 2960.5879 2072.4947 2182.8486 2445.7735 2083.9162 2319.7344 2023.6962 2472.7202 2071.7331 2337.1359 2679.2549 1959.3835 2453.5716 2565.3296 2651.755 1822.6805 2206.074 2123.2807 2077.391 2264.7503 1891.7834 2680.1933 1628.2995 2149.6775 1965.6534 2037.6684 3306.4861 2248.3647 2790.3092 1913.999 1755.6228 1634.7768 4386.0526 1423.0528 3067.3968 1446.9347 1949.6329 2390.1482 1807.6263 2113.2113 2349.6828 1684.5306 1309.4306 2746.3355 1555.9955 4540.4331 1453.3171 1548.3691 1341.2381 1070.8187 1747.9909 3111.8527 2925.0478 1959.0834 1126.0823 1593.6782 1811.1325 1373.0236 1158.6503 1047.2959 4132.3006 972.5149 837.0464 3067.9433 559.635 807.3193 1653.6962 3461.0808 700.8899 1335.467 409.0697 285.6797 771.237 499.5239 3679.1634 189.9462 645.8746 0.0 3271.3974 957.1644 1131.3112 465.152
阿勒泰 3560.5942 3479.5486 3310.2894 3637.6675 3661.2457 3634.5604 3311.7097 3498.7043 3534.9857 3711.2958 3030.6825 2784.5173 3217.342 3696.0901 3398.5931 2863.6333 3578.2037 3170.7495 2692.1742 3277.0745 3384.2369 3634.6887 2935.3088 3512.8604 2644.3392 2774.6675 2853.6885 3150.1494 2942.528 3161.4255 2764.787 2532.9691 3566.3732 3052.4896 3306.2471 3561.262 3193.7051 2554.1213 2908.188 3407.7927 2067.1318 3229.2548 2965.5096 2572.264 2040.8972 3116.4557 3268.8328 3479.54 3014.1692 3352.5382 2830.6098 3118.7285 2934.5455 2343.6251 2738.9149 3363.8095 3145.6024 2296.7425 3263.5998 3027.8651 2678.7443 3116.1699 2793.5982 3133.2774 2544.6636 2954.2433 2625.0084 2279.9229 2850.8421 2287.9309 2182.285 2074.3989 2958.9827 2491.8267 2560.2349 2603.2426 2365.3823 2716.624 1837.7584 2941.5119 2319.1157 2514.5278 2419.798 1388.5807 2146.7118 1674.4923 2487.9448 2668.9059 2811.3547 1369.5974 3024.6139 1386.1279 2930.3146 2264.2568 1816.9145 2391.4526 2041.093 1791.6552 2407.3607 2855.1946 1401.5355 2520.5334 1347.4889 2560.9557 2415.6429 2648.2879 2998.5145 2178.6923 1002.7119 1100.1065 1895.7544 2805.0488 2255.6533 2022.7452 2472.4585 2700.1979 2838.2904 969.6678 2842.7723 3027.6035 699.876 3259.5525 2842.2931 1897.7625 449.9474 2886.6376 2194.1423 3175.6233 3244.0572 2633.8666 2899.6968 407.8083 3141.7274 2659.3235 3271.3974 0.0 2314.9879 2140.1408 2849.4872
海拉尔 3215.917 3223.3075 3224.9754 3052.8211 3030.1672 3007.5318 3099.7215 2978.3042 2955.2814 2888.1451 3219.8137 3372.4438 2908.8474 2753.7723 2765.3214 3078.159 2694.7786 2790.9069 3121.1736 2670.7558 2632.949 2573.4899 2760.9395 2558.5026 2955.1672 2823.4604 2750.4638 2557.3782 2546.7435 2453.0406 2627.6982 2801.1816 2361.1268 2404.034 2340.7835 2288.6616 2306.7207 2611.9532 2345.5555 2238.505 3419.292 2227.9648 2277.3106 2453.417 3248.5734 2191.383 2170.5547 2157.6111 2150.7742 2108.7582 2194.1602 2089.4583 2120.5401 2447.8254 2178.4748 2004.657 1989.091 2340.0124 1971.0726 1945.1203 2015.4006 1908.7199 1954.6149 1870.6155 1987.5239 1821.9237 1900.0237 2080.6819 1680.2396 1876.1883 1943.9174 1990.8696 1625.2174 1728.9379 1684.2659 1662.9324 1730.6975 1555.9273 1949.6205 1462.1145 1604.1213 1521.1006 1543.0665 2455.9451 1629.5988 2015.0217 1460.696 1412.6572 1390.812 3449.9881 1357.059 2225.416 1313.8267 1386.2976 1655.5317 1310.7066 1453.1757 1606.0242 1199.1326 1154.9855 1909.6984 1143.2848 3588.1331 1072.429 1068.101 1030.8997 1086.9889 1134.9396 2210.6419 2036.7501 1227.2258 969.6882 1012.5487 1121.4068 929.0262 908.3656 935.8522 3180.5194 882.5015 961.3361 2134.2843 1041.5686 759.2999 859.4752 2509.5083 735.4809 649.8816 911.8725 951.3057 462.2757 635.1679 2722.796 830.6921 372.0292 957.1644 2314.9879 0.0 176.1819 571.4766
满洲里 3210.6079 3210.5469 3197.8976 3065.5283 3046.6356 3023.1609 3080.5863 2983.5774 2965.4524 2919.6865 3170.5596 3296.5006 2893.6238 2794.0685 2776.0761 3023.7682 2727.9576 2779.035 3051.5234 2676.5713 2651.6831 2621.7893 2730.2234 2595.5459 2890.3874 2775.8044 2713.3862 2558.78 2529.3909 2462.592 2589.879 2735.5461 2419.6335 2406.1684 2373.1924 2352.7748 2329.9089 2557.2926 2337.3551 2289.9261 3294.8483 2260.7955 2279.1591 2408.2508 3129.8479 2214.8592 2212.1713 2223.9611 2166.2564 2164.8461 2187.7332 2120.7878 2129.6538 2383.7434 2163.8124 2071.1215 2031.3226 2276.7881 2028.6211 1977.2071 2004.257 1954.0423 1959.5956 1921.1652 1964.0599 1854.846 1889.9621 2027.0447 1711.4151 1832.001 1886.6873 1922.0387 1674.785 1713.7667 1679.6066 1664.7306 1701.217 1579.2578 1861.4824 1523.9894 1575.2449 1520.5591 1529.3231 2326.1918 1580.1263 1912.5024 1460.3111 1440.2153 1440.5342 3288.3383 1441.7371 2099.8446 1388.7496 1360.1619 1571.1986 1305.6924 1396.8149 1519.8451 1202.8514 1235.0432 1788.5072 1168.8175 3418.983 1110.471 1081.3484 1088.2794 1199.9885 1106.0068 2064.6463 1896.375 1155.4734 1063.1234 1000.9645 1068.5434 962.9574 989.2717 1040.1905 3011.8099 995.4072 1097.7814 1975.4684 1205.8844 891.9881 781.3508 2341.2619 882.0374 638.0977 1082.4924 1126.1089 602.5393 803.8388 2547.9287 1006.8715 542.9273 1131.3112 2140.1408 176.1819 0.0 729.656
