     湛江 北海 凭祥 澳门 香港 深圳 南宁 肇庆 广州 汕头 个旧 畹町 柳州 厦门 韶关  昆明    龙岩 桂林 大理 郴州 赣州 福州  都匀    三明 攀枝花 六盘水 贵阳 衡阳 怀化 萍乡 遵义 西昌 温州 长沙 鹰潭 椒江 南昌 宜宾 常德 金华 日喀则 景德镇 岳阳 重庆 拉萨  九江    黄山 宁波 黄石 杭州 沙市 安庆 武汉  成都    宜昌 上海 芜湖 绵阳 无锡 合肥 襄樊 南京 信阳 扬州 十堰  蚌埠    南阳 汉中 徐州 西安 宝鸡 天水 连云港 洛阳 郑州 开封 运城 济宁 兰州  青岛    临汾 安阳 长治 格尔木  延安     西宁 邯郸 济南 潍坊 和田 荣成 德令哈 烟台 太原 青铜峡  石家庄    榆林 银川 保定 大连 张掖 天津 喀什 唐山 北京 秦皇岛 丹东 大同   敦煌    玉门 包头 营口 张家口 呼和浩特 承德  锦州    鞍山 阿克苏 沈阳  通化    哈密 图们 四平 二连浩特  乌鲁木齐    长春 锡林浩特 牡丹江 鸡西 白城 哈尔滨 塔城 佳木斯 齐齐哈尔 同江 阿勒泰 海拉尔 满洲里  黑河   
个旧 776.1729 647.2756 396.2737 1071.7835 1133.9615 1119.6044 536.2898 950.9736 1032.0753 1379.7599 0.0 525.3234 646.7157 1522.0046 1071.7841 170.8369 1417.7923 743.3763 386.5371 1031.2965 1220.8807 1656.8307 545.5205 1495.8182 386.3637 396.6583 506.0425 1025.0965 830.8451 1173.223 615.7072 511.7556 1829.7227 1118.3292 1494.0423 1917.3679 1399.064 617.3217 1059.4278 1761.5824 1565.2382 1542.7087 1195.8094 767.4881 1386.4282 1458.1307 1665.5335 1969.4443 1401.9818 1854.8156 1187.6532 1589.9725 1364.3948 815.6473 1145.0744 2006.1503 1747.7108 914.2057 1915.6101 1673.1698 1304.0889 1815.2683 1451.6947 1883.1827 1273.9438 1751.1518 1409.3568 1143.8154 1826.6017 1343.8188 1285.7731 1272.3377 1996.0352 1542.3662 1621.9913 1668.5725 1503.5564 1864.0907 1413.7324 2176.1969 1627.9071 1781.1489 1718.8773 1652.23 1591.4852 1480.4604 1834.9299 1993.1922 2133.3 2693.9019 2400.6055 1653.3738 2344.5151 1844.3688 1653.6925 1956.6112 1773.8293 1707.4749 2080.1338 2455.0055 1750.2699 2194.5748 3119.2896 2295.5228 2220.6784 2404.2223 2715.7018 2088.59 2029.1795 1967.8133 2022.6268 2622.8767 2224.4819 2102.783 2393.9291 2586.8814 2702.5503 2908.3992 2775.244 2937.3159 2338.3935 3278.8674 2938.0212 2394.4964 2682.0189 3044.5187 2574.3097 3364.2635 3498.557 3044.8003 3262.0529 3163.9926 3556.8369 3243.0271 3745.2505 3030.6825 3219.8137 3170.5596 3659.0951
畹町 1299.631 1169.8359 917.8821 1595.8073 1657.2442 1642.0441 1060.8344 1471.5807 1551.6786 1896.0893 525.3234 0.0 1153.2214 2029.0691 1574.4154 492.6585 1918.9982 1233.2 275.9479 1518.4455 1710.7261 2148.3475 982.1796 1983.5138 461.053 735.3009 907.0574 1488.7302 1255.8872 1628.1007 975.2953 596.3532 2299.9819 1553.9805 1950.9897 2380.313 1843.416 835.8315 1462.9058 2214.2763 1077.9593 1982.7985 1606.2082 1039.2355 925.6696 1883.5031 2103.2301 2416.8212 1810.37 2291.7602 1564.287 2006.3832 1757.5754 940.8979 1497.25 2433.1657 2157.6986 1048.039 2333.4634 2066.2814 1635.2411 2215.0158 1807.2136 2281.0558 1565.714 2124.5409 1723.3655 1327.2927 2174.4145 1552.5209 1447.7646 1383.1249 2353.9862 1818.2433 1913.9894 1969.6078 1743.8111 2181.8641 1442.4844 2518.3972 1856.5325 2057.3909 1973.6129 1403.4468 1768.6024 1439.0747 2103.2375 2294.1092 2454.1365 2254.1498 2741.0057 1479.3718 2672.6283 2058.6894 1726.4028 2198.9498 1927.9889 1778.6416 2321.6748 2761.7119 1666.636 2454.5082 2685.1821 2557.9443 2457.9066 2676.6602 3027.0036 2279.2113 1813.9795 1805.0487 2145.5239 2908.3037 2428.117 2257.2205 2633.4452 2856.34 2987.6699 2517.5514 3055.4282 3235.0581 2124.2934 3583.152 3204.9195 2517.1214 2392.3629 3309.8473 2749.8981 3647.4482 3779.6566 3267.3518 3510.2891 2856.107 3816.1375 3452.8775 4006.0836 2784.5173 3372.4438 3296.5006 3860.8234
柳州 353.3759 318.5114 368.6954 482.0326 533.0807 512.5719 199.6646 339.7829 412.0751 745.3403 646.7157 1153.2214 0.0 876.9759 425.0707 667.9324 771.0971 127.6055 937.8228 394.5832 578.4523 1011.4959 287.9773 852.6884 813.3824 525.7365 381.4836 424.4423 364.7718 574.3383 453.1206 817.8583 1195.5928 557.2053 877.8206 1288.1063 801.8747 684.4254 569.1954 1143.7467 2108.2089 944.8144 668.9325 647.7997 1906.4033 883.6723 1066.2659 1353.2613 856.1883 1251.3127 721.2845 1020.4374 845.6111 879.1662 730.6047 1409.8489 1179.1623 920.7456 1331.7359 1130.3446 893.7047 1256.7469 981.8258 1324.2256 932.6066 1230.3559 1009.2313 999.8249 1335.6371 1114.1379 1135.2764 1194.5112 1482.3759 1180.8329 1227.2138 1255.8233 1199.5548 1411.2739 1410.3361 1674.2743 1322.958 1392.3354 1366.379 1929.4021 1363.3459 1549.4861 1452.1444 1554.1669 1660.2899 3140.5478 1892.4132 1848.5948 1853.1478 1534.418 1555.0308 1598.5937 1552.6534 1603.3244 1713.6594 1985.4842 1830.3088 1796.5613 3548.7756 1888.5766 1850.4073 1979.1919 2231.9066 1788.3646 2234.0578 2117.2572 1816.3261 2172.8917 1897.3717 1848.5675 2010.8158 2157.6667 2250.1451 3283.3823 2326.3094 2463.0578 2520.0176 2789.3556 2499.7095 2159.5598 2936.7421 2604.9473 2262.1624 2896.489 3030.3938 2655.756 2836.509 3423.7669 3111.8717 2862.959 3294.91 3217.342 2908.8474 2893.6238 3277.6361
厦门 868.4856 976.753 1186.011 529.1888 466.5855 464.0882 1006.9204 594.5775 513.7895 190.6126 1522.0046 2029.0691 876.9759 0.0 455.2747 1539.7818 126.3953 800.4351 1802.3423 531.1457 351.7013 214.627 1079.9918 203.037 1657.9601 1350.3663 1174.1956 614.5816 878.1257 548.1047 1170.9824 1623.1957 469.133 661.0854 432.4451 572.7164 516.9874 1417.8876 811.2595 534.4364 2937.0532 540.2427 732.158 1274.1968 2726.0471 617.2497 583.222 692.6132 703.7182 674.8786 866.627 680.3852 775.2774 1541.2583 961.8476 820.7361 764.6848 1527.3771 809.3654 820.554 1020.8769 845.7651 938.2785 888.9983 1151.7872 941.0149 1090.1243 1439.3333 1084.8251 1408.4229 1518.3596 1637.9869 1130.6327 1252.0147 1220.6531 1204.0519 1356.7475 1223.9473 1875.7472 1307.329 1435.9548 1339.7848 1387.2323 2576.0302 1576.854 2058.907 1392.8906 1356.4845 1363.8191 3875.7887 1471.8591 2432.9745 1478.2135 1578.6719 1885.887 1545.4474 1726.2507 1917.6574 1619.2178 1638.4528 2308.5038 1626.8093 4259.8883 1684.7281 1721.9084 1724.9619 1822.5177 1791.4667 2791.9963 2631.9171 1955.9775 1841.2639 1835.7308 1912.2072 1831.5332 1869.5524 1904.2844 3950.1396 1978.9079 2050.5662 3033.8507 2320.1812 2155.6693 2202.7974 3499.9057 2248.9348 2170.5017 2463.7395 2588.614 2389.1304 2488.4638 3971.407 2709.3973 2594.9724 2872.331 3696.0901 2753.7723 2794.0685 2979.0801
韶关 514.6195 588.9473 759.4433 290.3011 282.9207 256.7376 576.1828 227.4406 189.9862 352.3143 1071.7841 1574.4154 425.0707 455.2747 0.0 1084.5632 346.0465 345.9032 1347.4893 122.1277 175.3213 589.2278 630.937 436.2327 1206.1282 900.5667 727.4633 253.224 472.4307 313.5514 739.9621 1180.1968 790.4563 385.9354 516.0361 888.734 485.3201 991.1082 505.6451 764.7118 2492.1968 609.5782 508.1014 874.4737 2283.7156 594.243 719.2869 970.6057 615.9539 888.893 625.6939 721.4717 646.4251 1140.1006 692.197 1051.2774 867.7497 1145.2511 991.7707 856.5271 813.6017 952.8117 817.6215 1015.5374 911.3391 974.2227 915.5563 1119.0417 1104.0415 1151.1921 1226.4764 1324.8797 1215.8854 1096.5016 1105.3474 1113.0057 1163.4316 1213.1264 1560.8408 1409.7747 1270.0021 1257.735 1267.4173 2197.0219 1367.2185 1729.4973 1317.4508 1358.6322 1425.2194 3467.3143 1612.8026 2077.9936 1591.2593 1455.6839 1631.6254 1473.7077 1542.5534 1672.0522 1573.2329 1739.0436 1997.205 1623.4826 3862.2656 1702.7293 1698.4062 1773.1646 1964.598 1698.2816 2452.1128 2309.1588 1796.8004 1937.4863 1778.8132 1790.8048 1839.7229 1940.9684 2010.1742 3570.3347 2087.121 2198.392 2715.551 2505.2216 2264.9295 2099.2997 3163.0704 2366.552 2138.1519 2628.8091 2760.2438 2457.6043 2604.6448 3644.0311 2859.3231 2666.9971 3035.3342 3398.5931 2765.3214 2776.0761 3072.4384
 昆明    866.1259 743.4425 505.3345 1129.1887 1187.468 1170.0255 605.8774 997.0648 1074.7841 1413.2638 170.8369 492.6585 667.9324 1539.7818 1084.5632 0.0 1427.9643 741.4726 275.4416 1025.9035 1218.2176 1655.763 493.2698 1490.8566 221.297 275.535 427.1602 997.7848 773.7086 1139.4074 516.2469 340.9321 1809.2419 1070.5125 1462.6711 1891.2359 1358.396 466.5829 991.2969 1727.6758 1465.1132 1499.6266 1132.7427 636.9755 1275.1023 1405.3902 1621.2524 1932.2503 1339.0492 1810.5494 1106.5522 1532.4747 1293.0312 653.8446 1052.1485 1956.1527 1687.2135 755.4942 1860.0537 1603.4494 1204.0021 1749.5466 1362.9985 1816.7403 1159.0547 1672.2354 1303.669 997.7502 1736.8671 1205.8357 1137.0809 1114.846 1911.3206 1424.7904 1510.2475 1560.2221 1375.1847 1762.8484 1247.8653 2085.6628 1497.4095 1665.3443 1596.1988 1488.8734 1448.5777 1310.5877 1716.995 1886.6197 2034.4135 2564.2937 2310.1096 1484.2452 2249.1095 1711.6558 1493.77 1831.8351 1627.5049 1547.6375 1955.7504 2352.2343 1579.6517 2075.9159 2986.3814 2178.0032 2095.7424 2290.1164 2615.2955 1951.5404 1861.5161 1797.6698 1871.9209 2513.5414 2091.0431 1958.1815 2270.2852 2472.4721 2593.3465 2763.4211 2664.6792 2832.8332 2170.0702 3177.3153 2823.812 2245.1498 2519.7562 2930.0967 2435.7806 3255.9749 3389.8623 2918.5845 3143.1862 3003.1335 3441.6848 3114.0762 3630.8631 2863.6333 3078.159 3023.7682 3528.9704
龙岩 801.1239 900.0724 1095.5572 476.9633 421.5552 412.0918 913.8034 514.5823 438.3873 194.3503 1417.7923 1918.9982 771.0971 126.3953 346.0465 1427.9643 0.0 686.6573 1687.4431 410.1822 226.2326 254.3023 961.1122 146.1943 1539.7072 1231.2754 1054.107 488.6691 752.7445 423.7193 1047.24 1501.1932 489.3144 536.4942 354.7685 593.6027 417.5934 1293.1989 686.4979 516.3386 2814.893 467.3154 612.7239 1147.9514 2603.2263 525.7034 533.2429 699.632 602.8535 656.0448 747.602 607.1745 669.5037 1414.9431 840.9914 811.9345 711.8596 1401.0731 783.1156 750.8922 907.8286 796.4589 837.539 846.6186 1035.7017 873.6733 982.6739 1316.2594 1016.6936 1291.8334 1398.2051 1516.0171 1080.6968 1149.4229 1124.9876 1112.9152 1248.8378 1150.5642 1754.0606 1264.5557 1333.0998 1251.9679 1292.3521 2450.126 1467.7415 1936.1058 1306.9622 1287.7518 1310.2852 3749.4165 1442.0393 2308.3987 1440.1854 1484.6358 1771.4438 1461.5896 1622.0572 1804.5159 1541.5508 1598.1289 2187.8069 1559.1403 4133.5644 1622.7175 1650.1025 1670.959 1795.4838 1704.6931 2668.8537 2510.3279 1857.0955 1801.0212 1756.9933 1820.3262 1768.0269 1822.6282 1867.1279 3824.4302 1942.8018 2026.4135 2913.0404 2308.5613 2120.6785 2115.7283 3377.399 2216.7191 2098.9587 2446.3755 2573.6379 2343.7527 2456.6864 3850.0723 2688.1579 2551.2329 2855.4452 3578.2037 2694.7786 2727.9576 2942.2159
桂林 441.7734 432.4029 494.6609 479.4347 518.2449 494.0849 327.0405 334.497 389.0851 689.4782 743.3763 1233.2 127.6055 800.4351 345.9032 741.4726 686.6573 0.0 1001.9072 288.1111 479.0925 916.6419 291.3978 753.6534 861.0142 557.6345 389.8717 299.5091 259.8646 450.3697 427.2746 842.683 1087.3138 429.6147 760.1782 1176.9752 678.8472 675.0116 446.8165 1027.3937 2150.4744 822.481 541.9056 600.4245 1943.8885 757.7349 944.5919 1236.7288 728.6507 1131.0341 599.0766 894.4115 718.3443 850.8677 615.4197 1288.3428 1053.386 878.1607 1208.0161 1002.9964 775.7622 1130.3171 856.7863 1197.9238 823.8476 1102.7506 890.9602 923.6949 1208.4656 1019.1856 1053.4513 1124.0746 1354.7705 1065.2733 1107.4062 1134.0255 1091.4353 1285.7232 1347.8471 1546.6961 1213.0873 1272.0149 1250.1324 1910.9855 1263.9442 1497.2611 1332.072 1429.0995 1533.3534 3150.6668 1764.8152 1815.0259 1725.6405 1421.8711 1473.2601 1480.2056 1451.8288 1519.929 1593.8851 1858.3958 1775.4032 1673.7554 3552.95 1764.866 1729.7599 1854.123 2104.4066 1675.2434 2197.7089 2071.5675 1715.0561 2046.3484 1780.7309 1740.6704 1888.6105 2032.1099 2123.4492 3275.5869 2199.6905 2335.654 2476.6992 2661.7529 2373.3948 2052.2666 2904.9155 2478.5096 2145.6894 2769.1027 2902.975 2531.9799 2710.5232 3390.5335 2984.9989 2739.5339 3167.8237 3170.7495 2790.9069 2779.035 3153.7161
大理 1139.235 1014.6618 770.5106 1403.9764 1461.6973 1443.8167 880.9628 1270.5403 1347.3734 1682.344 386.5371 275.9479 937.8228 1802.3423 1347.4893 275.4416 1687.4431 1001.9072 0.0 1280.4436 1472.3123 1907.7988 732.7781 1741.4833 185.1057 472.6397 649.7112 1238.7732 995.9383 1373.1076 706.9536 325.6482 2046.9652 1293.3619 1694.3521 2123.9095 1583.18 560.1077 1195.4645 1954.8201 1191.0281 1720.5128 1339.037 763.2897 1004.6819 1617.9322 1839.7255 2154.9157 1541.653 2027.3419 1292.0364 1738.3463 1486.6172 676.9511 1222.9272 2165.9567 1887.9656 784.997 2064.6562 1794.2761 1359.5316 1943.5329 1532.3057 2009.1657 1290.0355 1850.3365 1447.4258 1060.1288 1898.7335 1283.6557 1185.387 1130.6053 2078.5535 1543.7736 1638.7934 1694.1031 1472.1576 1906.0376 1213.6902 2242.4791 1586.6848 1783.388 1701.2604 1304.332 1506.1233 1235.3451 1829.9593 2018.9325 2178.3558 2307.3875 2465.0587 1337.725 2396.7691 1791.6155 1487.8052 1928.5843 1670.9788 1540.9899 2051.7332 2486.6285 1483.5746 2182.7452 2732.8115 2286.1079 2188.8578 2404.0086 2751.8521 2016.8819 1698.5875 1661.0557 1896.8915 2634.7775 2164.0481 2001.9344 2364.4893 2584.2307 2714.25 2525.9987 2782.5134 2960.8606 2010.4187 3308.7155 2933.5173 2270.3994 2325.7757 3038.7407 2492.0331 3374.7801 3507.293 3002.0968 3241.5565 2802.9947 3546.2793 3190.0788 3736.204 2692.1742 3121.1736 3051.5234 3600.135
郴州 568.6446 620.1019 754.6218 400.6238 401.3161 374.6426 573.3051 307.5521 294.6612 458.4298 1031.2965 1518.4455 394.5832 531.1457 122.1277 1025.9035 410.1822 288.1111 1280.4436 0.0 192.3388 629.9197 551.2978 465.8687 1129.9449 821.2446 643.925 132.0403 359.8783 222.3785 641.7832 1092.0543 801.5117 273.6443 488.2508 893.5239 429.0697 890.9817 384.8865 751.4706 2405.9107 566.1187 399.3895 762.9295 2195.095 527.7272 684.0028 960.7874 531.3933 864.4275 510.1893 661.5754 550.6897 1029.9288 572.4486 1025.1451 815.3513 1030.3621 954.6293 788.3057 699.2785 897.8899 717.1917 963.2524 792.3665 901.0836 804.2195 997.3179 1024.3848 1030.0855 1104.3517 1203.1066 1148.4605 985.6007 1000.3023 1011.8495 1047.3653 1125.174 1439.3243 1342.8598 1156.3209 1156.1891 1159.8818 2083.2223 1248.654 1608.9425 1216.3335 1271.0674 1348.9318 3361.7596 1552.2006 1960.2666 1524.3388 1346.2378 1509.9824 1371.7134 1425.6759 1550.685 1474.6518 1667.7127 1875.8099 1532.0165 3753.6551 1614.597 1602.7112 1690.3853 1900.8485 1591.5251 2332.9911 2188.5659 1681.5177 1863.4927 1677.0402 1679.8431 1748.7043 1861.6523 1937.7737 3457.5189 2014.7066 2134.3639 2594.8637 2448.6353 2191.6649 1989.4903 3044.0095 2294.5947 2038.4893 2566.6642 2699.1506 2374.7915 2531.2529 3524.3064 2792.6154 2584.0543 2971.1254 3277.0745 2670.7558 2676.5713 2992.5098
赣州 688.4496 764.1355 927.3534 427.63 397.8684 376.3434 744.074 397.5865 344.5337 327.6573 1220.8807 1710.7261 578.4523 351.7013 175.3213 1218.2176 226.2326 479.0925 1472.3123 192.3388 0.0 437.7498 741.7673 274.938 1320.0435 1010.9294 832.7159 263.0301 526.5449 225.6416 821.6321 1276.9919 620.4293 331.7717 343.4073 716.7203 329.9857 1067.0268 477.7096 589.4175 2590.2404 442.1696 430.7426 923.1196 2378.0483 444.1133 547.3578 795.6765 486.0717 714.0403 562.8104 562.7661 532.9047 1190.4548 647.3306 876.4523 702.428 1179.7176 819.3078 702.7146 739.558 788.3501 707.5196 849.2188 855.5942 823.5841 829.3699 1110.4545 958.8514 1107.4416 1202.0438 1313.3919 1058.4647 1005.9771 999.8313 999.2468 1089.6262 1077.0357 1551.683 1251.0992 1186.1122 1143.1961 1165.9201 2231.0822 1302.9452 1729.6727 1201.5481 1220.9754 1274.5191 3525.2568 1449.2132 2095.2348 1432.0 1357.4635 1590.3148 1358.3475 1468.6559 1626.7688 1450.9177 1582.8286 1987.6097 1489.6876 3911.3923 1564.0876 1570.635 1627.8568 1802.3298 1591.8227 2460.4259 2306.9574 1714.8686 1783.054 1661.3588 1694.7423 1704.4312 1791.5192 1854.2332 3606.0252 1931.0469 2035.9683 2711.5655 2338.212 2109.2678 1998.7711 3170.5089 2209.6648 2015.475 2464.7651 2595.4788 2310.7631 2448.6333 3646.4132 2698.0133 2519.9821 2872.2574 3384.2369 2632.949 2651.6831 2921.8478
福州 1054.9407 1154.2872 1346.1085 725.6871 666.6906 660.2483 1163.5068 768.8276 692.5621 401.8889 1656.8307 2148.3475 1011.4959 214.627 589.2278 1655.763 254.3023 916.6419 1907.7988 629.9197 437.7498 0.0 1175.508 167.0197 1751.7343 1442.5468 1263.558 675.9666 937.6315 566.5306 1239.9781 1699.3281 254.5847 673.4713 328.591 358.1054 446.7524 1476.5113 818.1653 336.4899 3007.5746 412.5487 708.8859 1311.8067 2792.8736 518.6217 416.7015 479.0716 620.7052 473.3008 835.3877 542.246 701.3554 1573.3123 936.6085 611.5822 593.2368 1544.6741 610.6885 670.3392 960.5184 667.8661 844.2944 702.8762 1099.6335 783.7932 1009.9941 1418.3725 925.7229 1353.8348 1478.8096 1607.4139 948.5822 1155.1426 1107.7839 1081.8485 1272.8329 1070.2897 1841.3243 1116.7405 1336.9349 1208.9069 1270.0318 2576.4292 1493.6833 2030.3908 1257.7936 1194.4787 1183.2612 3895.3935 1270.5213 2416.8641 1282.6813 1457.4085 1817.7985 1404.9705 1627.5446 1844.5884 1467.8535 1444.0253 2265.6213 1461.0303 4267.7637 1511.4837 1561.1096 1542.6197 1618.489 1654.1213 2762.4281 2592.6834 1842.2927 1646.0597 1684.494 1783.7568 1659.2797 1679.824 1706.5853 3943.578 1780.2761 1844.5829 2988.6932 2108.8131 1955.9009 2063.5734 3463.8386 2047.2089 2007.043 2254.2779 2378.1883 2196.7053 2286.1318 3926.999 2501.3598 2400.8492 2662.4355 3634.6887 2573.4899 2621.7893 2779.4408
 都匀    625.5917 555.8666 469.9079 759.0703 803.6801 780.6655 392.0739 613.6311 676.2182 979.3046 545.5205 982.1796 287.9773 1079.9918 630.937 493.2698 961.1122 291.3978 732.7781 551.2978 741.7673 1175.508 0.0 1008.9622 578.6524 270.3751 98.6497 507.0649 285.8058 646.3614 173.6049 551.3954 1317.8678 578.8149 969.5676 1398.4794 865.4928 396.6536 514.1506 1234.409 1861.3554 1007.3225 650.474 379.1372 1653.6015 916.4897 1129.3776 1439.2396 856.8673 1318.8462 646.5923 1046.506 819.1308 593.2734 615.0956 1466.6249 1203.4663 641.9108 1373.2485 1127.6519 779.8287 1270.0167 913.7208 1337.8726 776.173 1206.9958 891.0986 758.8202 1287.4084 908.7606 901.1341 940.9306 1453.6088 1042.4995 1109.7476 1150.272 1030.5926 1334.7635 1144.6691 1636.4689 1157.1389 1273.647 1226.2863 1641.4859 1163.7387 1273.5821 1330.6411 1469.3065 1600.1464 2862.8486 1860.387 1562.4177 1807.712 1374.6959 1314.6896 1464.7863 1353.8122 1365.3383 1585.8126 1924.417 1555.524 1687.678 3267.7709 1785.7924 1725.9811 1888.2225 2182.0906 1627.2526 1948.4255 1835.7324 1615.5301 2099.1612 1750.5442 1667.457 1894.911 2070.3474 2178.3659 2997.5418 2252.5264 2407.0719 2236.8784 2745.156 2419.6922 1973.6242 2649.6793 2526.1201 2111.0596 2837.153 2971.6342 2546.8417 2749.7026 3136.8906 3038.0012 2749.9218 3224.9232 2935.3088 2760.9395 2730.2234 3166.8191
三明 925.3001 1016.0077 1195.6664 613.6475 561.7633 549.9823 1012.3744 633.5098 562.9155 337.7903 1495.8182 1983.5138 852.6884 203.037 436.2327 1490.8566 146.1943 753.6534 1741.4833 465.8687 274.938 167.0197 1008.9622 0.0 1584.8129 1275.6569 1096.6437 509.0346 771.2914 404.0676 1073.3598 1532.5684 358.7644 513.6535 229.4288 460.8187 321.3309 1311.0268 661.1147 370.8213 2841.5781 337.7627 561.6951 1149.2922 2627.191 416.0594 390.8463 559.1884 506.7564 510.0848 692.9086 478.2064 581.7517 1412.4344 792.1519 666.8659 571.2212 1387.4165 636.9824 619.5636 834.148 654.7173 739.9479 702.896 969.2728 740.9975 896.3753 1274.1008 884.7283 1225.7063 1343.1629 1467.8165 939.6709 1053.9901 1019.365 1001.6017 1162.6265 1022.4021 1703.9571 1121.4555 1237.7837 1136.8521 1185.5434 2425.7672 1383.4444 1890.5983 1189.8617 1156.4329 1170.9117 3739.3995 1296.5225 2272.2425 1296.0539 1376.6404 1698.449 1342.4429 1528.5868 1728.3411 1416.9269 1454.6173 2132.9424 1427.3077 4115.4627 1487.6129 1521.0695 1532.0403 1649.7608 1588.4399 2623.8662 2458.5203 1755.3277 1657.5838 1633.3092 1709.6277 1633.8196 1681.1296 1723.0041 3796.1939 1798.4853 1880.4803 2857.7769 2162.4859 1976.1936 1999.7667 3328.7284 2071.7667 1969.89 2300.1866 2427.4504 2201.9436 2311.7095 3796.1829 2542.0992 2408.9791 2709.2564 3512.8604 2558.5026 2595.5459 2798.2782
攀枝花 1057.7509 941.1558 714.7463 1291.6212 1345.5571 1325.684 791.095 1152.3891 1225.3723 1549.2576 386.3637 461.053 813.3824 1657.9601 1206.1282 221.297 1539.7072 861.0142 185.1057 1129.9449 1320.0435 1751.7343 578.6524 1584.8129 0.0 309.267 488.1769 1077.7788 827.0408 1206.8346 531.0756 155.1498 1880.4231 1122.3177 1525.5971 1954.5016 1411.6225 375.3854 1018.3694 1783.1996 1294.827 1546.9244 1161.8763 578.1841 1094.3671 1441.7071 1664.9301 1981.0424 1362.8021 1851.5709 1110.2836 1559.8671 1305.8548 507.3678 1039.2969 1987.8088 1707.9447 615.1675 1885.2827 1612.4146 1174.6147 1762.0374 1348.0625 1827.3101 1105.2225 1666.6275 1262.335 884.1284 1713.821 1105.4141 1013.6349 968.6521 1893.8293 1360.0704 1454.4069 1509.4285 1291.0743 1721.0583 1072.9891 2057.388 1407.1316 1600.0431 1519.4001 1267.7204 1333.2827 1116.4803 1647.2355 1834.5267 1993.4142 2360.4341 2279.953 1267.9601 2211.7544 1614.2798 1336.0608 1748.3202 1502.5281 1389.7416 1871.7571 2302.2712 1378.4237 2001.1908 2779.4101 2104.4596 2009.5488 2221.6606 2567.4259 1843.2911 1642.8431 1584.3101 1734.9155 2451.6785 1988.8577 1834.2054 2185.1666 2402.283 2531.2259 2548.2087 2599.8838 2777.1898 1952.238 3124.8333 2752.0587 2109.0982 2298.4999 2857.4929 2321.5166 3192.2678 3325.0004 2825.4162 3062.1041 2781.8405 3365.8974 3015.207 3555.7725 2644.3392 2955.1672 2890.3874 3426.6798
六盘水 815.7954 715.8988 537.5964 1007.7364 1057.5078 1036.0138 550.9688 864.6092 933.2254 1247.1057 396.6583 735.3009 525.7365 1350.3663 900.5667 275.535 1231.2754 557.6345 472.6397 821.2446 1010.9294 1442.5468 270.3751 1275.6569 309.267 0.0 179.0683 769.2599 523.3122 900.9654 243.387 292.3263 1574.9314 820.9229 1221.7704 1651.2994 1110.7458 240.9235 727.9915 1482.3186 1592.8399 1248.7383 871.1024 370.8717 1386.765 1148.2324 1368.5783 1683.0852 1075.8643 1556.7974 835.6635 1271.4201 1025.5601 457.5291 777.7819 1697.9111 1423.7025 542.8604 1598.742 1335.526 928.525 1483.0847 1088.9924 1549.7435 885.1999 1400.4775 1028.28 750.8552 1462.2624 947.3183 894.2824 892.656 1637.6065 1152.0745 1235.8814 1285.2467 1108.0852 1487.3252 1057.336 1810.752 1231.9349 1392.1864 1325.8386 1438.1838 1195.9689 1151.9521 1444.6162 1611.5102 1758.8806 2616.6125 2035.1288 1389.2821 1973.677 1448.0342 1276.4152 1562.7344 1379.6457 1329.7416 1686.4865 2076.8373 1431.5378 1803.9946 3027.4235 1905.6845 1826.8439 2016.7073 2339.7963 1691.9318 1775.4498 1684.0845 1631.1471 2239.0335 1828.1113 1707.5272 2000.7408 2199.2073 2318.8299 2771.9082 2390.4599 2557.6436 2075.0193 2901.9032 2550.5738 2001.5825 2462.5197 2656.9452 2177.674 2981.3937 3115.3744 2650.6505 2871.6477 2949.9435 3168.8534 2847.912 3357.8199 2774.6675 2823.4604 2775.8044 3263.6705
贵阳 708.108 627.9929 507.2782 856.6581 901.9477 879.0656 460.7148 711.4036 774.71 1076.8607 506.0425 907.0574 381.4836 1174.1956 727.4633 427.1602 1054.107 389.8717 649.7112 643.925 832.7159 1263.558 98.6497 1096.6437 488.1769 179.0683 0.0 590.2925 348.8975 723.4695 123.7094 453.3821 1397.2601 646.952 1045.2745 1474.8759 936.3714 304.8168 564.343 1307.4202 1764.8469 1075.9474 705.5825 323.6923 1556.3498 979.0585 1196.7919 1509.8024 911.9196 1385.7139 684.2737 1105.4029 867.1276 510.1118 639.0338 1529.7474 1260.0655 568.4838 1433.0063 1177.463 798.8056 1322.8765 946.2778 1390.2224 777.3904 1249.6497 905.7232 714.9035 1321.2361 883.2374 859.3493 886.0128 1492.2059 1046.1799 1120.8725 1165.4439 1021.0786 1358.4536 1079.5047 1670.831 1147.3711 1282.2885 1226.8183 1549.2775 1137.8647 1199.5227 1337.5923 1488.8008 1627.3107 2764.6588 1895.3275 1476.4158 1838.5417 1365.4178 1265.4123 1465.6299 1326.6191 1317.1584 1588.1434 1949.367 1481.7368 1696.7045 3170.2006 1796.5333 1728.7646 1902.7775 2209.738 1615.5242 1863.0105 1755.3234 1585.6915 2118.9155 1744.138 1646.6133 1900.0889 2085.3735 2198.4853 2902.0018 2271.6602 2431.8381 2154.4288 2772.9361 2436.0422 1949.1514 2561.5794 2542.5654 2101.2111 2859.5819 2993.9537 2552.2091 2762.6758 3049.0608 3054.9221 2753.1861 3242.8348 2853.6885 2750.4638 2713.3862 3170.0118
